rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
182,Louisiana Tech,CUSA,6-3,101.85598872664409,282,103.55607735623698,87,0.4525523580114883,182,17.113077047403326,13.886922952596674,9.692154552114175,10.307845447885825,0-0,0.27571761303051256,0.27571761303051256,0,0.3993362363455513,0.26717846678369433,0.47202300960457266,0.9054060197462589,0.9321874445811535,103.22940319209894,109.6349554962621,102.59251539989192,104.94443220578422,0.0,0.0,0.0,0.0,0.0,0.0,-0.029187358186461454,0.0,0.0,0.0,0,0,0.47202300960457266,0,-2.014238373799842,167,213,64.39636354745693
183,Mercer,SC,7-3,108.19091729564262,161,110.02581760115274,217,0.45179947942529486,183,19.095554761074695,10.904445238925303,11.646394847189834,6.353605152810168,0-0,0.425148837711988,0.425148837711988,0,0.3723623354132657,0.4688830449790638,0.30801519570273367,0.8835690039319427,0.7974941599422531,109.92505211681546,107.24820025661212,106.84853531752348,111.05109123541806,0.0,0.0,105.50050291032527,97.09438691155944,0.7220934718061178,2.0,0.15881341484511913,0.0,0.0,0.0,0,0,0.30801519570273367,0,-0.5633576291136788,83,12,70.3740548507928
184,Fresno St.,MWC,6-5,105.26530042756968,219,107.1569318825967,153,0.44897285171926454,184,12.51048896084549,18.489511039154504,6.510488960845493,13.48951103915451,0-0,0.40425429777493976,0.40425429777493976,0,0.5591551539676615,0.40425429777494004,0.6443506248736577,0.8141438229008022,0.8809447836989676,106.87823177292998,108.61584819286755,109.8947296177676,106.31007216748574,0.0,0.0,88.87471985140871,96.95498818835111,0.26879996317059657,1.0,-0.04466669169779813,0.0,0.0,0.0,0,0,0.6443506248736577,0,-3.164314744706328,224,236,69.38457745735154
185,Abilene Christian,WAC,7-3,103.32477878244293,249,105.5337305555515,123,0.4394821126777123,185,16.617535754238908,14.382464245761092,9.01286932563831,8.98713067436169,0-0,0.3143753102450303,0.3143753102450303,0,0.4348462731708882,0.4135794892590257,0.4502056171072333,0.8525064219146039,0.8213353993137654,105.46553649525006,107.53488292377305,106.50666431028246,106.60856285283185,0.0,0.0,0.0,0.0,0.0,0.0,0.059400468971087306,0.0,0.0,0.0,0,0,0.4502056171072333,0,-1.8348681228173047,154,96,66.31805784743021
186,Rice,Amer,5-6,107.0710266914567,186,109.52484719907092,204,0.435221439041292,186,14.306480478462326,16.693519521537674,7.766593074861983,10.233406925138015,0-0,0.43845069146119237,0.43845069146119237,0,0.46417211652519497,0.39618953914633964,0.513270644632146,0.86649875177275,0.8665086766415243,108.0349938324241,107.8099737763278,104.77783446890585,104.5597881660529,0.0,0.0,107.09698446306041,102.22649803036946,0.6307078871836822,2.0,-0.08061060538096682,0.0,0.0,0.0,0,0,0.513270644632146,0,-3.7332807038106974,260,291,66.14956142330449
187,South Alabama,SB,8-3,105.6767459859136,212,108.10473780675743,171,0.43506128348753903,187,19.338226887286815,10.661773112713194,10.33822688728681,7.661773112713192,0-0,0.3610324272371741,0.3610324272371741,0,0.35233575684714963,0.3309463916340761,0.3665953336558651,0.9201598027783346,0.9170956682425733,104.51733794915181,109.96812510333322,100.63001767846382,106.21242228444926,0.0,0.0,0.0,0.0,0.0,0.0,0.15501514742861622,0.0,0.0,0.0,0,0,0.3665953336558651,0,-1.408853288628071,126,17,65.6407759651857
188,UT Rio Grande Valley,Slnd,3-6,104.27063803372826,238,106.77214249834725,143,0.43226072938360555,188,15.753090084651962,15.246909915348038,11.75309008465196,10.24690991534804,0-1,0.52875675981611,0.513399084821472,0.6516181597732145,0.4113505752739734,0.45635474206353066,0.39293977976915445,0.8713890967735891,0.777103425797409,110.86290011043461,104.78417167614325,102.80481710480122,104.52170874280263,91.28051665095762,104.66812565120158,107.69577162149669,104.31475189783698,0.5906907507751754,3.0,-0.08451540686967401,60.0,73.0,68.5,0.8759124087591241,1.0656934306569343,0.380621761673723,0.0,-3.1127325296209474,219,298,69.0662491961824
189,Florida Gulf Coast,ASun,5-6,108.69124630185996,147,111.321710653187,255,0.43168001661380045,189,17.369636805637445,13.630363194362554,11.26673224280837,6.733267757191631,0-0,0.4330346774256799,0.4330346774256799,0,0.3617164592728842,0.430322037020539,0.3121679864551337,0.8997841110708786,0.8424724187227975,109.67926597593551,109.6573634393912,102.53138702342534,106.97600084224489,0.0,0.0,101.79155737685632,127.95480011570798,0.06719333075118722,1.0,-0.08167689690588437,0.0,0.0,0.0,0,0,0.3121679864551337,0,-3.7897290313933403,264,295,70.40586474604387
190,Stony Brook,CAA,8-3,106.90128296196207,189,109.4955875730439,203,0.43149554155587305,190,18.282613125485632,12.71738687451437,9.126443683083409,8.873556316916591,0-0,0.36709120991368843,0.36709120991368843,0,0.4024767890305014,0.36561750821420563,0.42909738073115955,0.9025274878215012,0.9004484794007502,105.80238679651018,108.43865894054858,105.59568986671184,108.74260603831891,0.0,0.0,0.0,0.0,0.0,0.0,0.1341806000302722,0.0,0.0,0.0,0,0,0.42909738073115955,0,-1.2955833876598422,120,27,67.07205543490646
191,Charleston,CAA,5-6,108.55102861784323,149,111.1995035431078,251,0.431136990010728,191,15.409922353946486,15.590077646053514,9.061984286350574,8.938015713649426,0-0,0.4827455976345531,0.4827455976345531,0,0.43976704849586784,0.44774589357278316,0.43400454927365106,0.8904805510770037,0.8737603074133771,109.35847596652465,108.54000285335776,107.3082334597516,109.63872842860685,0.0,0.0,0.0,0.0,0.0,0.0,-0.02768177555264012,0.0,0.0,0.0,0,0,0.43400454927365106,0,-3.694181219202046,257,211,66.51772173188523
192,UT Arlington,WAC,7-3,102.73911577123977,262,105.25925378472925,116,0.4307762126120209,192,16.583467028446652,13.416532971553355,8.845385144721245,9.154614855278759,0-0,0.38472601594346684,0.38472601594346684,0,0.43400801617360435,0.4082884442772453,0.45115439743784347,0.8800673770127228,0.880404544874894,106.58357013280262,107.19048700252822,105.90837514578948,107.4009529123918,0.0,0.0,0.0,0.0,0.0,0.0,0.15363472553812396,0.0,0.0,0.0,0,0,0.45115439743784347,0,-1.3926793267090805,125,18,66.28808497076851
193,Southern,SWAC,4-6,105.40917840866607,216,108.10055759280321,170,0.4280185706329386,193,16.676919675973664,14.32308032402634,12.376312402955065,5.623687597044936,0-0,0.46552710357970895,0.46552710357970895,0,0.3743414785306987,0.5515434739652015,0.24636225960577995,0.8552238440491773,0.7127276715573859,113.43559070850003,104.76239023006498,106.5811904527478,109.78247027695525,0.0,0.0,106.56641816056744,109.09034300302889,0.43310564263922047,3.0,-0.0675225136877195,0.0,0.0,0.0,0,0,0.24636225960577995,0,-3.0248272615636242,211,270,72.95354786540679
194,Charlotte,Amer,4-7,107.69955671106516,171,110.47138744181471,233,0.4274586396466218,194,13.184678259360712,17.815321740639288,7.688947584326413,10.311052415673588,0-0,0.4721803057303275,0.4721803057303275,0,0.484841731024182,0.4385152094399386,0.51829977439058,0.8621010412444912,0.8803948177087171,108.25420290026523,107.48609006391446,108.5095335327235,108.38637868042555,0.0,0.0,119.86441546190811,118.25711688601614,0.5387347941608462,1.0,-0.12225842617483396,0.0,0.0,0.0,0,0,0.51829977439058,0,-4.739649399241113,305,332,63.64811820025763
195,North Alabama,ASun,5-4,106.34474568153419,202,109.13731436770607,195,0.4260248862051468,195,17.10464527229046,11.895354727709538,11.302120461237529,6.697879538762471,0-0,0.4413434712774131,0.4413434712774131,0,0.3578091811570404,0.4455507441874301,0.30418933708291324,0.9002307037194972,0.8343501828519179,110.33516991860199,106.86392529644193,106.13518587247772,111.18638435251948,0.0,0.0,105.15845436994857,118.16215138286984,0.207381858041516,1.0,0.053079077078025505,0.0,0.0,0.0,0,0,0.30418933708291324,0,-1.8221743267472474,153,107,67.04850849257485
196,Incarnate Word,Slnd,5-5,111.38594578017836,111,114.61120098822762,323,0.4186639626141054,196,16.356284150361436,14.64371584963856,11.523867091190256,10.476132908809745,1-2,0.4135808277258791,0.3751195546798901,0.5033237981665201,0.4000062361389553,0.4143204830155595,0.39415040787125355,0.8759712412526575,0.7938419792950095,111.56272414249017,106.45591131859085,105.98917174713803,107.83532644254112,111.17072694334915,114.55498536335172,103.74216689541034,112.68714583637068,0.278658215871991,2.0,-0.033622054264080825,221.0,225.0,199.3375,1.1086724775819903,1.1287389477644698,0.37691250414042216,0.3333333333333333,-2.693530003122844,199,221,66.28339543476282
197,Illinois Chicago,MVC,4-6,107.09009607075791,184,110.22441259389575,223,0.41781466830535996,197,12.627237554861454,18.372762445138545,7.2814385919567375,12.718561408043263,0-1,0.4180458284149127,0.37900950033671377,0.7693727811187033,0.4904905840497185,0.35570753154674933,0.5646212629263516,0.859687149772121,0.8941427958706819,108.53005932902461,110.29057817085638,104.51547453444196,103.63259461651809,139.81699798643865,126.19635759899307,0.0,0.0,0.0,0.0,-0.11152777875780029,84.0,87.0,63.8125,1.316356513222331,1.3633692458374143,0.5538448672320174,0.0,-3.961839912197829,277,326,67.94602879895469
198,Montana,BSky,5-5,108.38129863510201,152,111.80917725914276,268,0.4114224733996581,198,16.08559211542529,14.914407884574711,9.063800080400759,8.936199919599241,0-0,0.4051406964675445,0.4051406964675445,0,0.40078855242649447,0.38540001491521275,0.41190249618464264,0.8836130630703892,0.8392740469779221,108.19870986536336,107.48883404824524,100.25883478231151,101.1935919607819,0.0,0.0,119.85465004849873,115.75799848197052,0.5986748353101433,1.0,-0.04939952942917125,0.0,0.0,0.0,0,0,0.41190249618464264,0,-3.10938501044036,218,247,69.79201085404003
199,Lamar,Slnd,5-4,101.74698297822931,287,105.01633059205848,112,0.4100625048549764,199,16.520663349658907,14.479336650341093,10.825804353724996,11.174195646275006,0-1,0.36696745300330574,0.37643419602775346,0.29123350880772425,0.3868141747692463,0.3670081925552575,0.3949166220386054,0.8947388069267075,0.8590732059031331,106.90774228366739,107.8135924681156,105.79594122194354,109.23506030963837,86.0086218119019,100.49460623641771,109.39060171596226,109.05596548186323,0.5088074664949639,2.0,-0.022101829295860353,49.0,57.0,60.150000000000006,0.8146300914380714,0.9476309226932668,0.39985391314483776,0.0,-2.241206297656677,181,204,66.5106978347967
200,Monmouth,CAA,5-6,106.81913245906813,191,110.30956386553648,228,0.40859753296197227,200,15.063376524102482,15.936623475897514,8.688514449437712,9.311485550562287,0-0,0.3993798014325357,0.3993798014325357,0,0.4123368243460309,0.38390428804556653,0.4328714338963661,0.8947108937548223,0.88175666579916,104.97793991608867,107.15776070614861,105.46333638104375,108.4537889893184,0.0,0.0,106.28092941547429,100.46569872874962,0.6563564950684181,2.0,-0.06293691393026729,0.0,0.0,0.0,0,0,0.4328714338963661,0,-3.8859178304492827,269,261,67.10875981113143
201,Southern Miss,SB,6-5,107.38619870296048,179,110.91849405845414,245,0.4080129857229984,201,16.02397550858321,13.97602449141679,9.969377356972402,8.0306226430276,0-0,0.3856055400698107,0.3856055400698107,0,0.3908886508363634,0.42834476582572106,0.36591790751012476,0.8855024021815446,0.8257652689785934,107.3378462057203,108.11009292354564,105.54436108057125,108.81095561682663,0.0,0.0,103.93364961233601,101.89769614600525,0.5566331490946155,1.0,0.007905525568987826,0.0,0.0,0.0,0,0,0.36591790751012476,0,-2.833296481291583,203,162,67.57437977933895
202,San Jose St.,MWC,5-6,107.81598592206231,169,111.37220458326547,258,0.40776892508657353,202,10.855073578428064,20.14492642157194,5.855073578428061,14.144926421571936,0-0,0.4789823975301291,0.4789823975301291,0,0.5887705717863423,0.47898239753012867,0.6491540676272599,0.7958741540476645,0.8356598161067473,109.834784961417,107.97511492017229,110.63601035234073,105.70604479220916,0.0,0.0,104.70273583128794,109.21910009146578,0.38091810540034066,1.0,-0.021252381565290634,0.0,0.0,0.0,0,0,0.6491540676272599,0,-3.5044290387723582,248,203,64.83826871909451
203,Cal St. Northridge,BW,6-5,107.53203021261623,174,111.20289806313082,252,0.4046737537233415,203,16.52215255825863,15.477847441741371,9.640000144173962,10.35999985582604,1-1,0.42670821706593215,0.423480827157389,0.44123147165437626,0.4235495843664141,0.4015873597572373,0.4367269191319201,0.890232706832843,0.8853537012499704,105.42878847727033,106.8983917210589,102.63421008091251,104.64582876275047,113.32075450383073,111.01086048911031,0.0,0.0,0.0,0.0,0.05281261276768218,158.0,151.0,143.89999999999998,1.0979847116052817,1.0493398193189716,0.4362264132960916,0.5,-3.020597636885848,210,108,73.16836867427189
204,Queens,ASun,5-6,114.8550724177555,73,119.02663046063435,353,0.39884598253518205,204,16.200624161081137,14.79937583891886,11.114466094339026,6.885533905660976,0-0,0.46840705024047097,0.46840705024047097,0,0.39544484901701005,0.53732052798906,0.29297908087052976,0.8533664931917961,0.7216006679092527,109.79014095189018,109.21894400127069,106.94219793934553,110.54214965267916,0.0,0.0,116.2038359153039,128.2417331333301,0.24350316124299912,3.0,-0.018246014653336695,0.0,0.0,0.0,0,0,0.29297908087052976,0,-2.8593753467378282,205,199,67.94708055725388
205,Texas St.,SB,7-5,102.51520647632958,266,106.24546744617439,135,0.3986671985585375,205,16.513384740501234,13.486615259498768,9.513384740501232,8.486615259498768,0-0,0.3165601369582263,0.3165601369582263,0,0.35523817461246343,0.3165601369582263,0.3810235330486214,0.9247047191055049,0.9301451459701817,104.44648858679454,109.6665408958841,104.80537840338016,110.03681425668057,0.0,0.0,0.0,0.0,0.0,0.0,-0.03820751305158554,0.0,0.0,0.0,0,0,0.3810235330486214,0,-3.6491461729999757,254,230,66.78765322879939
206,UC Davis,BW,5-4,104.28194235098036,237,108.121717686318,173,0.39751430085654227,206,16.057377438501632,14.942622561498368,9.347295844664112,10.65270415533589,0-1,0.49384930391421616,0.4622686244606934,0.746494739542398,0.43678909912699976,0.43562580630012565,0.4374289101817805,0.8789948904424297,0.8536266784610981,108.57830289690625,106.0499676230707,103.24429757098716,104.60052495478892,105.90246520783323,107.28771404647117,90.4726717751108,132.7914902939757,0.011974587989497357,1.0,0.11817800953700042,69.0,75.0,71.35,0.9670637701471619,1.051156271899089,0.4211622875838532,0.0,-1.6118716960828783,143,39,68.84279760664795
207,Indiana St.,MVC,7-4,102.78629882717001,260,106.76430619434396,142,0.39253393066345327,207,13.958526618217661,17.041473381782342,6.958526618217661,13.041473381782337,0-0,0.3377603702922975,0.3377603702922975,0,0.4857211488936726,0.3377603702922974,0.567099577124429,0.8514203081177256,0.872225425874159,104.98655564031824,107.4121286711815,107.5118227404579,106.35532707986034,0.0,0.0,102.648547332631,108.26769683375106,0.351397452825596,1.0,0.05308312002601434,0.0,0.0,0.0,0,0,0.567099577124429,0,-2.1473589515885783,175,106,70.5622830590636
208,Tarleton St.,WAC,7-4,106.10962630672478,207,110.28200806026723,224,0.3908996195331986,208,16.868384983780476,14.131615016219522,8.138346835399872,9.861653164600128,0-0,0.40455265886680924,0.40455265886680924,0,0.41529041056796556,0.35751595484603127,0.45701640636714014,0.862949164543409,0.8344781748625791,110.89695782291706,103.78580042585655,105.56443974815842,106.57025828724102,0.0,0.0,109.7507515424296,117.05674009302678,0.3227551108683296,3.0,0.08668246758785447,0.0,0.0,0.0,0,0,0.45701640636714014,0,-1.1759936156388,110,72,69.51663465754233
209,Old Dominion,SB,3-8,106.69529594271938,195,110.90646126792304,243,0.3905107132114845,209,12.761271698473996,17.238728301526002,9.591135888458558,8.408864111541444,0-0,0.5561340926688045,0.5561340926688045,0,0.4470612406586606,0.5680034826475396,0.36643307933274116,0.8590412774703649,0.760485544199906,110.3755274590475,105.92547801362267,106.6603222989097,108.47986657585494,0.0,0.0,122.27904223305897,118.98786247380876,0.5778047158476033,1.0,-0.08721847883533107,0.0,0.0,0.0,0,0,0.36643307933274116,0,-4.337038925102138,290,307,69.36367956240814
210,Navy,Pat,6-5,103.35595805312744,248,107.43932503620792,160,0.3904087540431668,210,19.719920297877724,11.280079702122274,11.762302826297002,6.2376971737029985,0-0,0.3826193324284881,0.3826193324284881,0,0.2838800208659696,0.3265868803594699,0.25303617789844135,0.9240127223686416,0.880064603100641,105.54717036568195,109.09352752943596,100.06602734605079,108.84760772840154,0.0,0.0,96.58981808026071,95.13967331525359,0.5433815662050319,1.0,0.00037058827603730915,0.0,0.0,0.0,0,0,0.25303617789844135,0,-2.834413182488597,204,170,68.35277959948284
211,Southeast Missouri St.,OVC,5-6,105.04789471485428,223,109.276747509015,198,0.38844024254788595,211,18.245877990655586,12.75412200934441,13.245877990655591,6.754122009344411,0-0,0.4353340853119219,0.4353340853119219,0,0.31024560731189427,0.4353340853119222,0.2414469444118788,0.9052768276262892,0.8058256410900384,111.69998890946776,105.59647457381,103.82145346775275,110.0986018581836,0.0,0.0,109.7663269064904,110.18266574834995,0.4891175989802453,3.0,-0.04612055201373494,0.0,0.0,0.0,0,0,0.2414469444118788,0,-3.215077778475477,228,241,71.52370852254435
212,UNC Asheville,BSth,4-7,106.42302279790088,200,110.74449031329735,241,0.3875214201890535,212,14.935459409284336,15.064540590715666,8.766984219917385,7.233015780082617,0-0,0.43260547479588857,0.43260547479588857,0,0.3724438590589107,0.3897903557005282,0.35726567449749547,0.9019096933382266,0.8807756755219961,107.6523277096391,107.96240044651378,99.06486940818881,102.44222717645593,0.0,0.0,103.3011345605685,94.97541214726652,0.7243911157953667,1.0,-0.1298547975473056,0.0,0.0,0.0,0,0,0.35726567449749547,0,-4.965206771721912,315,339,66.62340735676119
213,Bethune Cookman,SWAC,3-7,106.76806486086751,192,111.11546079783588,250,0.3872286971300372,213,15.064361523418526,15.935638476581474,11.920853816178894,6.0791461838211065,0-0,0.5708182483953179,0.5708182483953179,0,0.41366880344493895,0.6477584727619674,0.24460404227152935,0.8192084038673176,0.6255570876029866,112.44436231367655,105.24701696446073,106.5681606558675,108.92730210425795,0.0,0.0,102.87059794306255,112.64839332688733,0.260341440786639,4.0,-0.061975809072803645,0.0,0.0,0.0,0,0,0.24460404227152935,0,-3.1216916414903517,220,257,66.69805715921612
214,Georgia Southern,SB,8-5,107.9245302478743,165,112.36629043284819,279,0.3860810347230834,214,17.64996922100079,13.350030778999205,9.649969221000791,8.350030778999209,0-0,0.3310212615991054,0.3310212615991054,0,0.34829708487855093,0.33102126159910544,0.36077406835815035,0.9274039715220885,0.9210641546559887,104.02022381130134,108.75682336646649,104.00873950041853,109.3839193637549,0.0,0.0,0.0,0.0,0.0,0.0,0.04057518735215093,0.0,0.0,0.0,0,0,0.36077406835815035,0,-3.3600493969747243,237,125,72.33445096730887
215,Tulane,Amer,7-4,109.69149886181322,134,114.26154583949298,314,0.384756029904286,215,14.118896278151936,16.881103721848067,5.978208974855946,12.021791025144054,0-0,0.39452231382437036,0.39452231382437036,0,0.4983871940882523,0.39359683094757997,0.5740691230231825,0.8709612211503804,0.9120065967535851,106.17400285394623,108.72220360869123,108.25657155576357,107.47915340576121,0.0,0.0,121.84314588722978,124.27310590372791,0.4434698696330382,1.0,0.08735348856309433,0.0,0.0,0.0,0,0,0.5740691230231825,0,-2.3789848871100476,189,71,67.1904705767652
216,Vermont,AE,7-5,110.17441820627838,128,114.7989556861333,326,0.3839411864494541,216,20.283771315912293,10.716228684087705,11.866767770121827,4.133232229878175,0-0,0.39550040832762323,0.39550040832762323,0,0.2842830252578553,0.4036154065237628,0.17240891782106701,0.9424668480242908,0.9091368249268302,106.5561196514373,107.50964141912114,101.71312612815825,110.60883452111311,0.0,0.0,0.0,0.0,0.0,0.0,0.08551230288703093,0.0,0.0,0.0,0,0,0.17240891782106701,0,-3.1461497756971992,223,73,65.50876272647156
217,Milwaukee,Horz,4-6,107.51610533624634,176,112.04651806333186,271,0.3835174437123368,217,14.385952686343158,16.61404731365684,10.976831911878977,9.023168088121023,1-0,0.49386111304930236,0.5037775740600072,0.40461296395295865,0.4304831103867244,0.5413214059587208,0.3695220478221262,0.8593299488437927,0.7425796582696478,110.26935735912583,106.61732962640173,108.02090924701533,109.9788380513067,101.69869419526788,104.55916108525766,114.26369741234855,112.87361044852257,0.5351326166032495,2.0,-0.04380711983680152,74.0,72.0,71.1625,1.0398735288951344,1.0117688389249957,0.36767515749945084,1.0,-3.1023730715572913,217,234,70.53925565910993
218,Valparaiso,MVC,6-4,102.52784343400195,265,107.00157672254623,148,0.37962142297766527,218,12.802076965896783,18.197923034103216,6.723272121838894,13.276727878161108,0-0,0.335855745056023,0.335855745056023,0,0.5021700394498334,0.38181241302054975,0.5683667339859394,0.8447474305911882,0.8540918852767195,104.63519377528874,109.85063734199532,107.77523891690058,106.92972170726662,0.0,0.0,90.514267337154,127.1795731055579,0.01962627831074273,1.0,-0.010910435674236996,0.0,0.0,0.0,0,0,0.5683667339859394,0,-2.415930854776731,192,188,66.64567705328851
219,Northeastern,CAA,4-5,102.001081019172,277,106.6388739816756,140,0.37487848745006824,219,12.107997602473173,16.89200239752683,7.855721287814395,10.144278712185603,0-0,0.4175339879452407,0.4175339879452407,0,0.4604498161402097,0.4795349599556013,0.4487866726974703,0.8778484229812368,0.8375214195394873,107.36364717832996,110.5668742177327,107.64586358424154,109.16210953028622,0.0,0.0,109.14099426308522,105.9376427155302,0.5848181094008733,1.0,-0.019497749919825835,0.0,0.0,0.0,0,0,0.4487866726974703,0,-3.3554958201255087,236,200,70.0512962126636
220,UTEP,CUSA,3-6,102.1960334201292,270,106.87094640797613,145,0.37416613587024394,220,11.777897445643784,18.222102554356223,8.068126386339975,11.931873613660025,0-0,0.4512757797638158,0.4512757797638158,0,0.4661068715964224,0.4309419917915166,0.4836893114988753,0.8748216425696457,0.8515295405966009,109.74200340072578,102.28490069184075,107.22845483789905,106.4090741746036,0.0,0.0,84.51986309503567,97.65175750141951,0.15964894113792205,1.0,-0.14849065743766937,0.0,0.0,0.0,0,0,0.4836893114988753,0,-3.8907026876820474,270,352,66.20572919970122
221,Weber St.,BSky,5-5,105.31871700422745,218,110.18712698009136,220,0.3729287928102554,221,15.14592336608633,15.854076633913667,8.339032852204037,9.660967147795963,0-0,0.4083352800944061,0.4083352800944061,0,0.4073783718040507,0.3953045053771481,0.41609838644570235,0.8912988968532604,0.8593232729839843,105.09423021070545,107.25634221603526,102.61175130363881,105.18734197476614,0.0,0.0,112.09657148202697,105.78645231785507,0.6606719902860214,1.0,-0.011296959419026087,0.0,0.0,0.0,0,0,0.41609838644570235,0,-2.9638245193348816,209,189,70.02982495243673
222,New Orleans,Slnd,3-8,107.42352397831232,178,112.50600437341635,282,0.37014026271556694,222,12.360396097728763,18.639603902271244,10.360396097728762,11.639603902271238,1-1,0.6489622609466633,0.7266649268613362,0.2993002643306351,0.4937576932118788,0.7266649268613357,0.3984774612643735,0.8205376587628962,0.606057135917556,112.70269208792152,104.2548789691591,107.2718672189507,106.61294584542696,113.6560999949234,122.67501447626191,101.77854617157108,103.55590539390793,0.4503909550101471,4.0,0.021242219944580032,160.0,168.0,134.5375,1.1892595001393664,1.2487224751463346,0.40839518095774735,0.5,-3.362346169627717,238,142,70.7076283412326
223,Northern Kentucky,Horz,9-3,105.234931160489,221,110.35875304259656,232,0.3666249531537568,223,18.565412422038513,12.434587577961485,9.984012192593939,10.015987807406061,1-1,0.2740742835049559,0.2738477879172133,0.2752067614436687,0.3394160303506632,0.2816616608261062,0.3711809335891697,0.9143483428648523,0.8984870036978716,107.5570751206699,112.80341868544001,107.03089132072473,112.28467591806701,109.48383509943126,110.67416562921929,98.42269762004815,116.24038533127467,0.12859126704981558,1.0,0.1042155224633935,172.0,159.0,147.2125,1.1683790438991253,1.080071325464889,0.3818447304942254,0.5,-1.4101618734741435,127,50,69.98257239225076
224,Buffalo,MAC,9-2,108.7751398228034,145,114.11776157947253,312,0.3655389354590613,224,17.67239233358608,12.327607666413916,7.672392333586083,10.327607666413916,0-0,0.30557995165000923,0.30557995165000923,0,0.38959613297521867,0.28011495567917516,0.4625835845059145,0.9049316166699746,0.9445496750504004,104.41007501765583,111.36264888065145,103.30937453486328,106.71398314464282,0.0,0.0,0.0,0.0,0.0,0.0,0.227776011352663,0.0,0.0,0.0,0,0,0.4625835845059145,0,-0.9094166169629075,98,1,66.93982433311288
225,Campbell,CAA,5-5,104.95858583397344,226,110.28669136410092,225,0.3613636979306113,225,13.806504791535891,17.193495208464107,7.965404215080579,10.03459578491942,0-0,0.46703212074004485,0.46703212074004485,0,0.46824081298822995,0.5107903457779852,0.4375105948622955,0.8344297584181104,0.7491448650030375,109.96213837481213,105.38177084802541,108.33398843428772,107.63860316022591,0.0,0.0,99.22987420808467,111.90314722907507,0.20064978670378936,3.0,0.04560810570011525,0.0,0.0,0.0,0,0,0.4375105948622955,0,-2.204249496714999,177,117,71.97179522543169
226,Cal Poly,BW,5-6,105.11444604925641,222,110.60556013504896,238,0.3576479545476209,226,13.613862199045247,18.386137800954753,8.553332533357121,11.44666746664288,1-1,0.4488426086472469,0.48572133338027346,0.28288834734862744,0.4673099025285732,0.5105874763996759,0.4413433582059114,0.852789150663575,0.7877217841102979,110.71954129623691,107.89778158415898,108.15973483201901,107.85486227926178,108.46988315224534,119.88433232734955,98.11017518640546,103.17340462306159,0.359236305647031,2.0,0.02044137659118911,178.0,179.0,156.8875,1.1345709505218708,1.1409449446259263,0.45894947052338736,0.5,-3.3353077684623873,235,143,76.73338585306112
227,Nebraska Omaha,Sum,5-7,107.51739757589978,175,113.16376299962427,294,0.3569542468871673,227,14.922733738841524,16.077266261158474,8.545220741976495,7.454779258023504,0-0,0.4175348350879704,0.4175348350879704,0,0.38325589222212175,0.4223277590316182,0.34662601708821883,0.885505908612983,0.8441220144411826,110.44381789633822,107.64046890464239,103.036400052487,105.60439617350679,0.0,0.0,111.1887634655078,119.9543870091488,0.29470408823759464,2.0,-0.07235090577259773,0.0,0.0,0.0,0,0,0.34662601708821883,0,-4.461298279005558,293,277,68.38693525237143
228,Texas A&M Corpus Chris,Slnd,4-5,99.66601650774552,325,104.91625825344867,111,0.3565467754405754,228,15.05525325691282,15.94474674308718,11.055253256912819,10.94474674308718,1-0,0.49096856018268575,0.4918604925368525,0.48383310134935165,0.41058412902157687,0.4372093266994244,0.399692002698821,0.8641532434506993,0.757106415749136,113.40443036851993,101.35557183369302,103.33920027633303,103.90890488517456,95.37466247557214,88.6876692828321,90.09204185528783,93.61895769332772,0.39135686346754256,3.0,0.014898010894326963,57.0,49.0,60.150000000000006,0.9476309226932668,0.8146300914380714,0.39568528371546235,1.0,-2.004448025457447,166,154,68.64091554335108
229,LIU,NEC,6-4,105.00928769252312,225,110.5629927768901,236,0.3560221857500242,229,19.147450549168088,11.852549450831912,12.75995612173852,5.240043878261479,0-0,0.4579064925666885,0.4579064925666885,0,0.32597474372056817,0.5254054105579076,0.18194148433804527,0.891740808771642,0.7809991285439707,108.55013707028107,109.12831602116626,104.02568682537716,111.61248786016759,0.0,0.0,96.14680661665129,115.97437657206576,0.10375609514883377,2.0,0.18832634095232786,0.0,0.0,0.0,0,0,0.18194148433804527,0,-1.6886665141008264,146,5,70.77517290468441
230,American,Pat,7-4,104.12293963181187,239,109.75962479468117,209,0.3529071101089821,230,18.194321784049936,12.805678215950064,11.102700039042118,6.89729996095788,0-0,0.32759505694112545,0.32759505694112545,0,0.32326832703341424,0.4148456239562983,0.2571291681446646,0.8969900482529154,0.8172203375301637,105.013743696655,109.57121090806726,104.7579234283751,111.4291001844161,0.0,0.0,106.34772612563224,106.24389832539308,0.5028082179761366,1.0,0.02588178459176871,0.0,0.0,0.0,0,0,0.2571291681446646,0,-2.268969649759163,184,135,70.27316126606367
